id_inmueble,tipo,titulo,calle,barrio,zona,ciudad,localizacion,precio,precio_metro,caracteristicas,habitaciones,baños,referencia,anunciante,nombre,tlf,url,fecha,ultima_actualizacion,URL
106621943,Alquiler,Alquiler de Piso en calle Magnolia,Calle Magnolia,Barrio San Benito-Patiño,Este,Murcia,"Calle Magnolia, Barrio San Benito-Patiño, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",550€/mes,"6,11 €/m²","['90 m² construidos', '3 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Amueblado y cocina equipada', 'Planta 2ª exterior', 'Con ascensor']",3 habitaciones,2 baños,3000-000460-02,Profesional,"Alquiler Seguro, S.A.U.",34910775775,,2024-11-21 12:07:00,Anuncio actualizado el 21 de noviembre,https://www.idealista.com/inmueble/106621943/
106611047,Alquiler,Alquiler de Estudio en calle Ministro Diego Clemencin,Calle Ministro Diego Clemencin,Barrio Vista Alegre,Norte,Murcia,"Calle Ministro Diego Clemencin, Barrio Vista Alegre, Distrito Norte, Murcia, Área de Murcia, Murcia",590€/mes,"11,80 €/m²","['50 m² construidos', 'Sin habitación', '1 baño', 'Segunda mano/buen estado', 'Amueblado y cocina equipada', 'No dispone de calefacción', 'Planta 5ª exterior', 'Con ascensor']",Sin habitación,1 baño,514568451684516,Profesional,Promurcia,34868350385,,2024-11-21 12:01:55,Anuncio actualizado el 20 de noviembre,https://www.idealista.com/inmueble/106611047/
103521879,Alquiler,Alquiler de Casa o chalet independiente en Aljucer,,Barrio Aljucer,Este,Murcia,"Barrio Aljucer, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",1.500€/mes,"7,50 €/m²","['Casa o chalet independiente', '200 m² construidos', '4 habitaciones', '3 baños', 'Parcela de 1.000 m²', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Amueblado y cocina equipada', 'Calefacción central']",200 m² construidos,4 habitaciones,3890-3986,Profesional,Caballero Inmobiliaria,34868350708,,2024-11-21 12:01:55,Anuncio actualizado el 20 de noviembre,https://www.idealista.com/inmueble/103521879/
106610758,Alquiler,Alquiler de Piso en Santa Eulalia,,Barrio Santa Eulalia,Centro,Murcia,"Barrio Santa Eulalia, Distrito Centro, Murcia, Área de Murcia, Murcia",750€/mes,"9,04 €/m²","['83 m² construidos, 76 m² útiles', '3 habitaciones', '1 baño', 'Balcón', 'Segunda mano/buen estado', 'Orientación norte, oeste', 'Construido en 1972', 'Amueblado y cocina equipada', 'Calefacción individual: Eléctrica', 'Planta 2ª exterior', 'Sin ascensor']",3 habitaciones,1 baño,01045,Profesional,Viviendas Del Segura,34868350674,,2024-11-21 12:01:55,Anuncio actualizado el 20 de noviembre,https://www.idealista.com/inmueble/106610758/
90264987,Alquiler,Alquiler de Piso en Vista Alegre,,Barrio Vista Alegre,Norte,Murcia,"Barrio Vista Alegre, Distrito Norte, Murcia, Área de Murcia, Murcia",750€/mes,"10,00 €/m²","['75 m² construidos, 68 m² útiles', '2 habitaciones', '1 baño', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte', 'Construido en 2008', 'Amueblado y cocina equipada', 'Calefacción individual', 'Planta 1ª exterior', 'Con ascensor']",2 habitaciones,1 baño,NM01126,Profesional,Inmobiliaria Nueva Murcia,34868350592,,2024-11-21 12:01:55,Anuncio actualizado el 20 de noviembre,https://www.idealista.com/inmueble/90264987/
106610304,Alquiler,Alquiler de Piso en Algezares,,Barrio Algezares,Este,Murcia,"Barrio Algezares, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",550€/mes,"9,48 €/m²","['58 m² construidos, 52 m² útiles', '1 habitación', '1 baño', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Amueblado y cocina equipada', 'Calefacción central', 'Planta 2ª interior', 'Con ascensor']",1 habitación,1 baño,2971727,Profesional,Ártico Capital,34868355356,,2024-11-21 12:01:55,Anuncio actualizado el 21 de noviembre,https://www.idealista.com/inmueble/106610304/
106608913,Alquiler,"Alquiler de Piso en calle Magallanes, 4","Calle Magallanes, 4",Barrio La Flota,Norte,Murcia,"Calle Magallanes, 4, Barrio La Flota, Distrito Norte, Murcia, Área de Murcia, Murcia",750€/mes,"13,64 €/m²","['55 m² construidos', '1 habitación', '2 baños', 'Segunda mano/buen estado', 'Orientación sur', 'Amueblado y cocina equipada', 'Bajo exterior', 'Sin ascensor']",1 habitación,2 baños,ALQ20,Profesional,Inmo Imperium Gestión de activos,34868350267,,2024-11-21 12:01:55,Anuncio actualizado el 20 de noviembre,https://www.idealista.com/inmueble/106608913/
100940971,Alquiler,"Alquiler de Piso en camino de la Fuensanta, 2","Camino de la Fuensanta, 2",Barrio Santiago el Mayor,Sur,Murcia,"Camino de la Fuensanta, 2, Barrio Santiago el Mayor, Distrito Sur, Murcia, Área de Murcia, Murcia",500€/mes,"11,11 €/m²","['45 m² construidos, 40 m² útiles', '1 habitación', '1 baño', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Construido en 2013', 'Amueblado y cocina equipada', 'Calefacción individual: Bomba de frío/calor', 'Entreplanta exterior', 'Con ascensor']",1 habitación,1 baño,AVI77,Profesional,Ricasa Servicios Inmobiliarios,34868350223,,2024-11-21 12:01:55,Anuncio actualizado el 20 de noviembre,https://www.idealista.com/inmueble/100940971/
94601367,Alquiler,Alquiler de Dúplex en El Ranero-San Basilio,,Barrio El Ranero-San Basilio,Norte,Murcia,"Barrio El Ranero-San Basilio, Distrito Norte, Murcia, Área de Murcia, Murcia",1.000€/mes,"9,09 €/m²","['110 m² construidos, 105 m² útiles', '3 habitaciones', '3 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este', 'Construido en 2000', 'Amueblado y cocina equipada', 'Calefacción central', 'Planta 3ª exterior', 'Con ascensor']",3 habitaciones,3 baños,36600,Profesional,ALQUILOTUCASA MURCIA1,34868350971,,2024-11-21 12:01:55,Anuncio actualizado el 20 de noviembre,https://www.idealista.com/inmueble/94601367/
106608255,Alquiler,Alquiler de Ático en Ronda Sur,,Barrio Ronda Sur,Sur,Murcia,"Barrio Ronda Sur, Distrito Sur, Murcia, Área de Murcia, Murcia",1.200€/mes,"16,00 €/m²","['75 m² construidos, 70 m² útiles', '2 habitaciones', '1 baño', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur, este', 'Construido en 2005', 'Amueblado y cocina equipada', 'Calefacción individual', 'Planta 7ª exterior', 'Con ascensor']",2 habitaciones,1 baño,10127,Profesional,HÁbitas Inmobiliaria,34868350472,,2024-11-21 12:01:55,Anuncio actualizado el 21 de noviembre,https://www.idealista.com/inmueble/106608255/
106604841,Alquiler,"Alquiler de Piso en avenida Ciudad de Almería, 95","Avenida Ciudad de Almería, 95",Barrio La Purísima-Barriomar,Sur,Murcia,"Avenida Ciudad de Almería, 95, Barrio La Purísima-Barriomar, Distrito Sur, Murcia, Área de Murcia, Murcia",570€/mes,"9,66 €/m²","['59 m² construidos, 50 m² útiles', '1 habitación', '1 baño', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Amueblado y cocina equipada', 'Planta 3ª exterior', 'Con ascensor']",1 habitación,1 baño,106604841,Particular,Andrea,-1,,2024-11-21 12:01:55,Anuncio actualizado el 21 de noviembre,https://www.idealista.com/inmueble/106604841/
106604544,Alquiler,"Alquiler de Piso en calle Felipe II, 7","Calle Felipe II, 7",Barrio Santo Ángel,Este,Murcia,"Calle Felipe II, 7, Barrio Santo Ángel, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",550€/mes,"11,00 €/m²","['50 m² construidos', '1 habitación', '1 baño', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Amueblado y cocina equipada', 'Planta 1ª exterior', 'Con ascensor']",1 habitación,1 baño,106604544,Profesional,Inmobiliaria Espinardo,34868355337,,2024-11-21 12:01:55,Anuncio actualizado el 19 de noviembre,https://www.idealista.com/inmueble/106604544/
106604565,Alquiler,"Alquiler de Piso en avenida Escultor Antonio Campillo, 27","Avenida Escultor Antonio Campillo, 27",Barrio Zona Juan Carlos I,Norte,Murcia,"Avenida Escultor Antonio Campillo, 27, Barrio Zona Juan Carlos I, Distrito Norte, Murcia, Área de Murcia, Murcia",880€/mes,"8,00 €/m²","['110 m² construidos', '3 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur, oeste', 'Construido en 2007', 'Cocina equipada y casa sin amueblar', 'Planta 5ª exterior', 'Con ascensor']",3 habitaciones,2 baños,CAMPILLO PARRILLA,Profesional,Grupo Victorio Sánchez,34868350900,,2024-11-21 12:01:55,Anuncio actualizado el 20 de noviembre,https://www.idealista.com/inmueble/106604565/
105745528,Alquiler,"Alquiler de Estudio en calle Salitre, 35","Calle Salitre, 35",Barrio La Alberca,Este,Murcia,"Calle Salitre, 35, Barrio La Alberca, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",550€/mes,"11,96 €/m²","['46 m² construidos', 'Sin habitación', '1 baño', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte', 'Amueblado y cocina equipada', 'Planta 1ª exterior', 'Con ascensor']",Sin habitación,1 baño,105745528,Particular,Raquel,-1,,2024-11-21 12:01:55,Anuncio actualizado el 21 de noviembre,https://www.idealista.com/inmueble/105745528/
106602307,Alquiler,Alquiler de Ático en calle Pedáneo Rafael Sánchez,Calle Pedáneo Rafael Sánchez,Barrio Beniaján,Este,Murcia,"Calle Pedáneo Rafael Sánchez, Barrio Beniaján, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",800€/mes,"5,00 €/m²","['160 m² construidos, 140 m² útiles', '3 habitaciones', '3 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur', 'Construido en 2007', 'Amueblado y cocina equipada', 'Calefacción central', 'Planta 3ª exterior', 'Con ascensor']",3 habitaciones,3 baños,106602307,Profesional,Personal House Servicios Inmobiliarios,34868350025,,2024-11-21 12:01:55,Anuncio actualizado el 20 de noviembre,https://www.idealista.com/inmueble/106602307/
